23:34:55.257 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
23:34:55.799 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 575c706c-9f02-4474-a4c8-59a8970b40a3_config-0
23:34:55.851 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 34 ms to scan 1 urls, producing 3 keys and 6 values 
23:34:55.882 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 4 keys and 9 values 
23:34:55.896 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 3 keys and 10 values 
23:34:56.035 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 136 ms to scan 206 urls, producing 0 keys and 0 values 
23:34:56.046 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 1 keys and 5 values 
23:34:56.059 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 1 keys and 7 values 
23:34:56.076 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 2 keys and 8 values 
23:34:56.200 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 122 ms to scan 206 urls, producing 0 keys and 0 values 
23:34:56.202 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
23:34:56.203 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1119242936
23:34:56.203 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/2123914473
23:34:56.203 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
23:34:56.204 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
23:34:56.209 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
23:34:57.598 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1657553697304_127.0.0.1_62666
23:34:57.599 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] Notify connected event to listeners.
23:34:57.599 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
23:34:57.600 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [575c706c-9f02-4474-a4c8-59a8970b40a3_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$344/704869156
23:34:57.718 [main] INFO  c.r.g.RuoYiGatewayApplication - [logStartupProfileInfo,651] - The following 1 profile is active: "dev"
23:35:01.018 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
23:35:01.224 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 2fcc4c93-af09-446e-8242-7df44a852e7d
23:35:01.224 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] RpcClient init label, labels = {module=naming, source=sdk}
23:35:01.226 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
23:35:01.226 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
23:35:01.226 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
23:35:01.227 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
23:35:01.347 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1657553701231_127.0.0.1_62672
23:35:01.348 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] Notify connected event to listeners.
23:35:01.348 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
23:35:01.348 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$344/704869156
23:35:01.620 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
23:35:01.839 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of eb516c21-9fda-463f-9753-bce8679d6ebe_config-0
23:35:01.840 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
23:35:01.840 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1119242936
23:35:01.840 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$335/2123914473
23:35:01.840 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
23:35:01.840 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
23:35:01.840 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
23:35:01.955 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1657553701845_127.0.0.1_62673
23:35:01.955 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
23:35:01.955 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] Notify connected event to listeners.
23:35:01.955 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [eb516c21-9fda-463f-9753-bce8679d6ebe_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$344/704869156
23:35:02.523 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-gateway 192.168.3.137:8080 register finished
23:35:02.545 [main] INFO  c.r.g.RuoYiGatewayApplication - [logStarted,61] - Started RuoYiGatewayApplication in 7.784 seconds (JVM running for 8.502)
23:35:02.549 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListenersForApplications,105] - listening config: dataId=ruoyi-gateway, group=DEFAULT_GROUP
23:35:02.549 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListenersForApplications,105] - listening config: dataId=ruoyi-gateway.yml, group=DEFAULT_GROUP
23:35:02.550 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListenersForApplications,105] - listening config: dataId=ruoyi-gateway-dev.yml, group=DEFAULT_GROUP
23:35:02.800 [nacos-grpc-client-executor-26] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2fcc4c93-af09-446e-8242-7df44a852e7d] Receive server push request, request = NotifySubscriberRequest, requestId = 1
